permno,ticker,comnam,permco 
75962,COR,CORTEX PHARMACEUTICALS INC,10253
80957,AZPN,ASPEN TECHNOLOGY INC,13398
86338,TFSM,24 7 REAL MEDIA INC,16264
80831,MOVI,MOVIE GALLERY INC,13239
84666,NSO,NSTOR TECHNOLOGIES INC,31955
75825,EOG,EOG RESOURCES INC,22113
24193,CRV,COAST DISTRIBUTION SYSTEM INC,6719
78066,,NEOPROBE CORP,11795
88258,PHMD,PHOTOMEDEX INC,5761
85837,NASI,NORTH AMERICAN SCIENTIFIC INC,15964
12149,CBRX,COLUMBIA LABORATORIES INC,9879
90196,XIDE,EXIDE TECHNOLOGIES,28305
79299,PZZA,PAPA JOHNS INTL INC,12185
24109,AEP,AMERICAN ELECTRIC POWER CO INC,20077
90386,MOS,MOSAIC COMPANY,45695
84584,RAH,RALCORP HOLDINGS INC NEW,31929
32299,GV,GOLDFIELD CORP,20832
83529,MGAM,MULTIMEDIA GAMES INC,14641
56952,CGC,CASCADE NATURAL GAS CORP,20403
87321,GAIA,GAIAM INC,17298
82848,TTP,TITAN PHARMACEUTICALS INC DEL,14293
84525,DIGL,DIGITAL LIGHTWAVE INC,15319
80997,CGFW,CYBERGUARD CORP,13353
10501,AMWD,AMERICAN WOODMARK CORP,8418
85222,CMPP,CHAMPPS ENTERTAINMENT INC DEL,15592
88602,STG,STONEPATH GROUP INC,39145
90377,NANO,NANOMETRICS INC,7317
51086,WGO,WINNEBAGO INDUSTRIES INC,21927
81912,AVX,A V X CORP NEW,30930
85549,GLGC,GENE LOGIC INC,15844
71837,EEI,ECOLOGY & ENVIRONMENT INC,20631
74932,TECUB,TECUMSEH PRODUCTS CO,4409
87533,RDI,READING INTERNATIONAL INC,20454
81774,FCX,FREEPORT MCMORAN COPPER & GOLD,20763
20248,CPY,C P I CORP,5595
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,6996
84373,DGX,QUEST DIAGNOSTICS INC,31838
13936,PVH,PHILLIPS VAN HEUSEN CORP,21402
88544,MCEL,MILLENNIUM CELL INC,38441
85177,EGHT,8X8 INC NEW,15567
89290,SYNA,SYNAPTICS INC,42651
83931,DOCX,DOCUMENT SCIENCES CORP,14964
47677,CBB,CINCINNATI BELL INC NEW,20448
85971,CLEC,US LEC CORP,16067
80359,QDIN,QUALITY DINING INC,12893
87581,EASI,ENGINEERED SUPPORT SYS INC,7700
23501,POM,PEPCO HOLDINGS INC,21432
24563,TXU,T X U CORP,21740
81278,STRT,STRATTEC SECURITY CORP,13585
24548,OSCI,OSCIENT PHARMACEUTICALS CORP,5308
79148,AINN,APPLIED INNOVATION INC,12140
66799,REY,REYNOLDS & REYNOLDS CO,3835
83307,PGI,PREMIERE GLOBAL SERVICES INC,14408
34032,MAS,MASCO CORP,21161
32803,HOC,HOLLY CORP,20922
31051,DYNT,DYNATRONICS CORP,6593
76888,ABP,ABRAXAS PETROLEUM CORP,10924
78001,KEM,KEMET CORP,11757
86975,IMX,IMPLANT SCIENCES CORP,16607
90409,HURN,HURON CONSULTING GROUP INC,45716
80073,AVL,AVIALL INC NEW,30063
85390,PLCE,CHILDRENS PLACE RTL STORES INC,15697
75182,PII,POLARIS INDUSTRIES INC,21425
75150,AGH,ATLANTIS PLASTICS INC,20229
88791,BCON,BEACON POWER CORP,40982
84020,RX,I M S HEALTH INC,31758
23712,PEG,PUBLIC SERVICE ENTERPRISE GP INC,21458
10812,HTLD,HEARTLAND EXPRESS INC,8702
83162,RCI,RENAL CARE GROUP INC,14343
86810,TWP,TREX INC,35037
76385,MAIN,MAIN STREET RESTAURANT GROUP INC,10733
83856,CSV,CARRIAGE SERVICES INC,14888
10644,TGX,THERAGENICS CORP,8548
82613,SCUR,SECURE COMPUTING CORP,14149
89167,CCRN,CROSS COUNTRY HEALTHCARE INC,42265
79724,OMG,O M GROUP INC,12473
80274,SGMA,SIGMATRON INTERNATIONAL INC,12835
87137,DVN,DEVON ENERGY CORP NEW,35222
88270,,U S UNWIRED INC,37533
89737,IPMT,IPAYMENT INC,44056
80306,BCRX,BIOCRYST PHARMACEUTICALS INC,12902
85776,TAG,TAG IT PACIFIC INC,34641
14795,TKR,TIMKEN COMPANY,21758
36898,SCL,STEPAN CO,21669
90101,ANX,ADVENTRX PHARMACEUTICALS INC,45058
56777,NTSC,NATIONAL TECHNICAL SYS INC,3276
90249,ENS,ENERSYS,45380
89003,CEY,CERTEGY INC,41673
71538,BLD,BALDWIN TECHNOLOGY CO INC,20255
51829,CCUR,CONCURRENT COMPUTER CORP NEW,7177
83455,POG,PATINA OIL & GAS CORP,31640
87242,KEYN,KEYNOTE SYSTEMS INC,17146
89300,DIO,DIOMED HOLDINGS INC,42778
87498,LNUX,V A SOFTWARE CORP,17492
60098,OTTR,OTTER TAIL CORP,3418
85647,DTG,DOLLAR THRIFTY AUTOMOTIVE GRP IN,32176
79668,BDC,BELDEN C D T INC,29956
66181,HD,HOME DEPOT INC,5085
89367,XJT,EXPRESSJET HOLDINGS INC,43011
83669,KEYS,KEYSTONE AUTOMOTIVE INDS INC,14745
76209,PKS,SIX FLAGS INC,4450
27430,CTB,COOPER TIRE & RUBBER CO,20518
57509,GDP,GOODRICH PETROLEUM CORP,21368
79265,FLIR,FLIR SYSTEMS INC,12214
81901,TAGS,TARRANT APPAREL GROUP,13870
75070,INT,WORLD FUEL SERVICES CORP,8526
87089,SCIL,SCIENTIFIC LEARNING CORP,16662
89891,BVX,BOVIE MEDICAL CORP,44602
89508,KMX,CARMAX INC,43519
40272,IFF,INTERNATIONAL FLAVORS & FRAG INC,20991
10606,WTS,WATTS WATER TECHNOLOGIES INC,8508
58334,NWN,NORTHWEST NATURAL GAS CO,3306
77702,SBUX,STARBUCKS CORP,11592
54245,CECX,CASTLE ENERGY CORP,5812
84060,CBST,CUBIST PHARMACEUTICALS INC,15079
90503,IBI,INTERLINE BRANDS INC,46022
87357,XMSR,X M SATELLITE RADIO HLDGS INC,17177
86248,CAFE,HOST AMERICA CORP,16225
86164,FLYR,NAVIGANT INTERNATIONAL INC,16140
87496,,KNOT INC,17472
14323,ANDW,ANDREW CORP,272
86988,ORCC,ONLINE RESOURCES CORP,16565
85524,RGX,RADIOLOGIX INC,15847
83622,ARDM,ARADIGM CORP,14740
72005,SEH,SPARTECH CORP,4227
46077,AXE,ANIXTER INTERNATIONAL INC,6393
82171,DIT,AMCON DISTRIBUTING CO,13913
87611,INFT,INFORTE CORPORATION,18010
89659,LOJN,LO JACK CORP,7705
79259,DPTR,DELTA PETROLEUM CORP,12195
75083,PXR,PAXAR CORP,3443
80279,SNIC,SONIC SOLUTIONS,12841
86051,AXTI,A X T INC,16121
82281,SMSI,SMITH MICRO SOFTWARE INC,13978
90032,RNVS,RENOVIS INC,44888
75649,TG,TREDEGAR CORP,22095
84649,RTC,RIVIERA TOOL COMPANY,31943
76699,GNLB,GENELABS TECHNOLOGIES INC,10975
79795,ASCA,AMERISTAR CASINOS INC,12549
11552,CELG,CELGENE CORP,9374
86569,,COVAD COMMUNICATIONS GROUP INC,16381
84792,BEXP,BRIGHAM EXPLORATION CO,15465
88617,ARDI,ATROAD INC,39152
86763,ABTL,AUTOBYTEL INC,16449
86042,HDWR,HEADWATERS INC,33932
32678,HEI,HEICO CORP NEW,20898
39693,B,BARNES GROUP INC,20270
88285,,GATEWAY INDUSTRIES INC DE NEW,7887
30509,CVR,CHICAGO RIVET & MACH CO,20442
10355,DJCO,DAILY JOURNAL CORP,8278
89002,ADS,ALLIANCE DATA SYSTEMS CORP,41671
84565,PTSX,POINT 360,15346
10044,RMCF,ROCKY MOUNTAIN CHOCOLATE FAC INC,7992
50550,PCR,PERINI CORP,21385
72696,SPF,STANDARD PACIFIC CORP NEW,21659
86319,,EMRISE CORP,7823
83926,CUNO,CUNO INCORPORATED,14945
82160,CBUK,CUTTER & BUCK INC,13937
87478,CALP,CALIPER LIFE SCIENCES INC,17522
90238,SNMX,SENOMYX INC,45309
61508,BIO,BIO RAD LABORATORIES INC,655
10032,PLXS,PLEXUS CORP,7980
23472,RONC,RONSON CORP,7946
88553,,PHARSIGHT CORP,38449
77165,JBSS,SANFILIPPO JOHN B & SON,11238
77855,FBN,FURNITURE BRANDS INTL INC,20987
79283,GEPT,GLOBAL E POINT INC,12235
83264,GEF,GREIF INC,27374
42614,MOG,MOOG INC,21219
83861,DDN,DYNAMEX INC,14896
54798,MOGN,M G I PHARMA INC,5545
76943,NPTH,ENPATH MEDICAL INC,11107
85176,DXPE,D X P ENTERPRISES INC,15568
87659,ENR,ENERGIZER HOLDINGS INC,36954
81857,CAM,COOPER CAMERON CORP,13833
88568,SPTN,SPARTAN STORES INC,38463
84226,ISCA,INTERNATIONAL SPEEDWAY CORP,27852
89277,,NORTHWEST BIOTHERAPEUTICS INC,42547
61743,DLX,DELUXE CORP,1285
78717,APPB,APPLEBEES INTERNATIONAL INC,28879
10257,TSTF,TEAMSTAFF INC,8185
43290,CYPB,CYPRESS BIOSCIENCE INC,6708
89597,FSI,FLEXIBLE SOLUTIONS INTL INC,43709
79249,BBSI,BARRETT BUSINESS SERVICES INC,12197
90444,ORA,ORMAT TECHNOLOGIES INC,45871
12113,GLOV,A H P C HOLDINGS INC,9994
87310,CRDS,CROSSROADS SYSTEMS INC,17211
82515,POOL,S C P POOL CORP,14046
82722,MDCC,MOLECULAR DEVICES CORP,14218
18438,SCX,STARRETT L S CO,21665
90312,WLK,WESTLAKE CHEMICAL CORP,45475
89533,WYNN,WYNN RESORTS LTD,43620
82234,BTN,BALLANTYNE OMAHA INC,30943
90294,SRVY,GREENFIELD ONLINE INC,45433
86890,EDGR,EDGAR ONLINE INC,16550
76714,RHB,REHABCARE GROUP INC,10997
82272,PDX,PEDIATRIX MEDICAL GROUP,13979
88556,PMTR,PEMSTAR INC,38452
85440,SRI,STONERIDGE INC,32122
27677,CRED,CREDO PETROLEUM CORP,1109
86725,IVGN,INVITROGEN CORP,16425
23552,FJC,FEDDERS CORP,20693
57665,NKE,NIKE INC,3194
41188,AMOT,ALLIED MOTION TECHNOLOGIES INC,2088
10163,XRIT,X RITE INC,8106
53859,MSEX,MIDDLESEX WATER CO,3048
82242,TPR,TRANSPRO INC,30953
89876,CRI,CARTERS INC,44506
83291,ELNK,EARTHLINK INC,14433
83496,DVID,DIGITAL VIDEO SYSTEMS INC,14601
85539,CTHR,CHARLES & COLVARD LTD,15826
23042,EDE,EMPIRE DISTRICT ELEC CO,20646
76573,MLI,MUELLER INDUSTRIES INC,22807
61946,BKH,BLACK HILLS CORP,511
76945,MEDW,MEDIWARE INFORMATION SYS INC,11066
88324,AUGT,AUGUST TECHNOLOGY CORP,37699
65656,LAF,LAFARGE NORTH AMERICA INC,6066
75489,SPLS,STAPLES INC,10171
87451,HTRN,HEALTHTRONICS INC,17365
53082,MAIR,MAIR HOLDINGS INC,6121
80098,TMG,TRANSMONTAIGNE OIL CO,11085
88262,SMDI,SIRENZA MICRODEVICES INC,37526
90411,INCX,INTERCHANGE CORP,45718
85348,YUM,YUM BRANDS INC,32093
82248,ADSX,APPLIED DIGITAL SOLUTIONS INC,13964
88158,MIX,INTERMIX MEDIA INC,37153
84723,LNG,CHENIERE ENERGY INC,15434
76712,AES,A E S CORP,10996
71985,SPAR,SPARTAN MOTORS INC,7064
86171,HORT,HINES HORTICULTURE INC,16171
22947,CIN,CINERGY CORP,20449
89917,OPEN,OPEN SOLUTIONS INC,44626
82298,DO,DIAMOND OFFSHORE DRILLING INC,30963
77918,LFUS,LITTELFUSE INC,11709
84319,LAD,LITHIA MOTORS INC,15243
42455,HH,HOOPER HOLMES INC,7154
84277,VCMP,VCAMPUS CORP,15179
12226,MGPI,M G P INGREDIENTS INC,9977
84581,GTA,GOLF TRUST OF AMERICA INC,31920
89110,OMCL,OMNICELL INC,41980
90014,RBAK,REDBACK NETWORKS INC,16533
60038,ACU,ACME UNITED CORP,370
11510,BNHNA,BENIHANA INC,5977
22592,MMM,3M CO,21205
22913,DLPX,DELPHAX TECHNOLOGIES INC,5589
11161,JEN,JENNIFER CONVERTIBLES INC,9013
83404,PHYX,PHYSIOMETRIX INC,14570
52230,RHI,ROBERT HALF INTERNATIONAL INC,469
86924,TSCM,THESTREET COM,16521
77520,AG,A G C O CORP,11473
87172,LIOX,LIONBRIDGE TECHNOLOGIES,16862
10709,MANA,MANATRON INC,8607
55597,BW,BRUSH ENGINEERED MATERIALS INC,20345
34666,,PHASE III MEDICAL INC,1783
82471,APAC,A P A C CUSTOMER SERVICES INC,14039
60142,MTY,MARLTON TECHNOLOGIES,21156
83944,LCCI,L C C INTERNATIONAL INC,14971
76234,MOLXA,MOLEX INC,2991
85531,BFAM,BRIGHT HORIZONS FAMILY SOL INC,15812
51625,SCI,SERVICE CORP INTERNATIONAL,21599
84026,DVD,DOVER MOTORSPORTS INC,31764
22374,CRDN,CERADYNE INC CA,7137
89918,PHRM,PHARMION CORP,44627
87825,UTSI,UTSTARCOM INC,18348
81655,DRI,DARDEN RESTAURANTS INC,30886
10667,IMCO,IMPCO TECHNOLOGIES INC,8570
29938,BF,BROWN FORMAN CORP,20340
75447,BTUI,B T U INTERNATIONAL INC,10104
21371,CAH,CARDINAL HEALTH INC,6262
24951,CMRO,COMARCO INC,978
77488,NTI,NORTHERN TECHNOLOGIES INTL CORP,29468
82467,ADEX,A D E CORP MASS,14062
89613,CBMX,ACACIA RESEARCH CORP,14801
82508,MYGN,MYRIAD GENETICS INC,14031
24221,CEG,CONSTELLATION ENERGY GROUP INC,20258
20299,CPAK,C P A C INC,1077
24766,NOC,NORTHROP GRUMMAN CORP,21303
76584,ATML,ATMEL CORP,10860
86527,HIFN,HI FN INC,16346
67193,RBN,ROBBINS & MYERS INC,3878
11162,MESA,MESA AIR GROUP INC NEV,9014
79209,,INTERPOOL INC,29846
86026,OTL,OCTEL CORP,34751
88419,AIRN,AIRSPAN NETWORKS INC,37915
87261,UNTD,UNITED ONLINE INC,17147
80393,HSR,HI SHEAR TECHNOLOGY CORP,30356
77420,FRED,FREDS INC,11413
88727,ENWV,ENDWAVE CORP,40201
79420,STCR,STARCRAFT CORP IND,12290
48020,MSI,MOVIE STAR INC N Y,21563
88642,DESC,DISTRIBUTED ENERGY SYSTEMS CORP,39172
23026,FE,FIRSTENERGY CORP,21326
80439,CELL,BRIGHTPOINT INC,12978
89354,MCLD,MCLEODUSA INC,14707
87523,GRIC,GOREMOTE INTERNET COMM INC,17519
77993,BRKT,BROOKTROUT INC,11753
77274,GILD,GILEAD SCIENCES INC,11300
80434,BOOT,LACROSSE FOOTWEAR INC,12986
88839,HBIO,HARVARD BIOSCIENCE INC,41060
86560,ETM,ENTERCOM COMMUNICATIONS CORP,34977
89967,PAM,PACIFIC C M A INC,44720
90021,ALSM,ALPHASMART INC,44877
90532,SYS,SYS TECHNOLOGIES INC,46100
90407,FOXH,FOXHOLLOW TECHNOLOGIES INC,45714
82255,CKFR,CHECKFREE CORP NEW,13998
87437,DCU,DRYCLEAN USA INC,36370
88580,VIRL,VIRAGE LOGIC CORP,38474
65832,ALO,ALPHARMA INC,20007
89933,KNTA,KINTERA INC,44687
77763,SPN,SUPERIOR ENERGY SERVICES INC,11606
85627,SAH,SONIC AUTOMOTIVE INC,32164
85079,WRP,WELLSFORD REAL PROPERTIES INC,32016
46843,JUNO,JUNO LIGHTING INC,6353
47255,LB,LA BARGE INC,21075
81185,UVSL,UNIVERSAL AUTOMOTIVE INDS INC,13475
51377,NSM,NATIONAL SEMICONDUCTOR CORP,21261
80679,KCP,COLE KENNETH PRODUCTIONS INC,30419
40416,AVP,AVON PRODUCTS INC,20240
11384,WLM,WELLMAN INC,9227
76908,,CELLULAR TECHNICAL SVCS CO INC,11064
86729,ONXS,ONYX SOFTWARE CORP,16408
89609,ANGN,ANGEION CORP,9849
82831,NEOL,NEOPHARM INC,14309
16432,GT,GOODYEAR TIRE & RUBBER CO,20834
85816,DCLK,DOUBLECLICK INC,15980
77555,REM,REMINGTON OIL & GAS CORP,11471
86578,LACO,LAKES ENTERTAINMENT INC,16368
42877,JBHT,HUNT J B TRANSPORT SERVICES INC,6606
86735,SRNA,SERENA SOFTWARE INC,16412
75696,EMIS,EMISPHERE TECHNOLOGIES INC,10108
88897,OIS,OIL STATES INTERNATIONAL INC,41259
32062,ELSE,ELECTRO SENSORS INC,1513
77097,EPMN,EPIMMUNE INC,11221
87658,EMA,EMAGIN CORP,36953
90276,BLKB,BLACKBAUD INC,45417
87439,IDN,INTELLI CHECK INC,36373
88231,IAO,I A GLOBAL INC,37495
89835,SGTL,SIGMATEL INC,44382
75491,DRTK,DURATEK INC,7974
86949,SKX,SKECHERS U S A INC,35167
82478,CITY,AVALON CORRECTIONAL SERVICES INC,14059
86187,RSTO,RESTORATION HARDWARE INC,16169
11654,NAII,NATURAL ALTERNATIVES INTL INC,9476
89700,MTLM,METAL MANAGEMENT INC,8442
85611,HYC,HYPERCOM CORP,32150
83149,LPTH,LIGHTPATH TECHNOLOGIES INC,14385
89715,IPSU,IMPERIAL SUGAR CO NEW,9760
90476,CHCI,COMSTOCK HOMEBUILDING COS INC,45998
50972,MEG,MEDIA GENERAL INC,21183
22103,EMR,EMERSON ELECTRIC CO,20643
88195,SGMO,SANGAMO BIOSCIENCES INC,37188
89029,MOSY,MONOLITHIC SYSTEM TECHNOLOGY INC,41702
10838,CYTR,CYTRX CORP,8721
90387,NWY,NEW YORK & CO INC,45696
69199,SHLM,SCHULMAN A INC,4096
85158,ISR,I SECTOR CORP,15581
87771,GTIV,GENTIVA HEALTH SERVICES INC,18433
84260,SNTO,SENTO CORPORATION,15153
72232,SPIR,SPIRE CORP,6688
89105,JOYG,JOY GLOBAL INC,41977
47175,CC,CIRCUIT CITY STORES INC,20453
58421,FRD,FRIEDMAN INDUSTRIES INC,1824
22779,MOT,MOTOROLA INC,21230
24096,EAS,ENERGY EAST CORP,21278
90088,MCHX,MARCHEX INC,44998
65518,RADN,RADYNE COMSTREAM INC,6629
86048,ANSR,ANSWERTHINK INC,16130
83928,CYMI,CYMER INC,14959
88379,NSI,NUTRISYSTEM INC,37746
87472,THV,THERMOVIEW INDUSTRIES INC,36565
77427,CHMD,CHRONIMED INC,11419
22293,GLW,CORNING INC,20523
66472,SMTI,S M T E K INTERNATIONAL INC,1276
89130,L,LIBERTY MEDIA CORP NEW,41998
77448,RARE,RARE HOSPITALITY INTL INC,11442
90204,END,ENDEAVOUR INTERNATIONAL CORP,45277
87445,TDY,TELEDYNE TECHNOLOGIES,36380
90494,BBG,BILL BARRETT CORP,46014
87084,,P A S W INC,16687
12236,NOVN,NOVEN PHARMACEUTICALS INC,10000
87467,PYR,P Y R ENERGY CORP,36561
60548,MPR,MET PRO CORP,3023
22517,PPL,P P L CORP,21376
90053,TIK,TEL INSTRUMENT ELECTRONICS CORP,44913
87642,VNWI,V I A NET WORKS INC,17967
88430,BWNG,BROADWING CORP,37925
82605,PHTN,PHOTON DYNAMICS INC,14130
77262,TTES,T 3 ENERGY SERVICES INC,11284
87343,SCMR,SYCAMORE NETWORKS INC,17216
56741,COA,COACHMEN INDUSTRIES INC,20465
57808,VSH,VISHAY INTERTECHNOLOGY INC,21869
22905,CHTT,CHATTEM INC,899
76085,RDA,READERS DIGEST ASSOCIATION INC,26027
82513,PCYC,PHARMACYCLICS INC,14073
87449,PIK,WATER PIK TECHNOLOGIES,36385
12217,MSS,MEASUREMENT SPECIALTIES INC,8268
65700,USLM,UNITED STATES LIME MINERALS INC,3772
80303,AKS,A K STEEL HOLDING CORP,12961
44637,INTL,INTER TEL INC,2369
83478,BCII,BONE CARE INTERNATIONAL INC,14604
87356,WWE,WORLD WRESTLING ENTMT INC,17205
87283,NMG,NEIMAN MARCUS GROUP INC,21266
78877,CHK,CHESAPEAKE ENERGY CORP,11937
82642,EL,LAUDER ESTEE COS INC,31196
82546,ADVS,ADVENT SOFTWARE INC,14129
84546,MDF,METROPOLITAN HEALTH NETWORKS INC,15349
49227,LSCO,LESCO INC OHIO,7206
82551,HYSL,HYPERION SOLUTIONS CORP,14099
88482,GFX,MEDIA SCIENCES INTERNATIONAL INC,38385
83651,ENMD,ENTREMED INC,14715
86496,CNXT,CONEXANT SYSTEMS INC,16338
87415,RTEC,RUDOLPH TECHNOLOGIES INC,17343
85903,CIX,COMPX INTERNATIONAL INC,34680
11411,CNXS,C N S INC,9251
86718,EVCI,E V C I CAREER COLLEGES INC,16421
76532,TRGL,TOREADOR RESOURCES CORP,4547
21928,IDA,IDACORP INC,20965
48389,UNS,UNISOURCE ENERGY CORP,21786
84742,ISWI,INTERACTIVE SYSTEMS WORLDWIDE IN,15221
47861,SGC,SUPERIOR UNIFORM GROUP INC,21694
89259,PFT,PURADYN FILTER TECHNOLOGIES,42525
86738,VERT,VERTICALNET INC,16407
86878,ALOY,ALLOY INC,16529
82581,HSIC,SCHEIN HENRY INC,14098
25590,NFG,NATIONAL FUEL GAS CO N J,21255
83526,JWL,WHITEHALL JEWELLERS INC,14580
76421,SGHL,SENTIGEN HOLDING CORP,10708
82635,BKI,BUCKEYE TECHNOLOGIES INC,31191
47423,,BARRY R G CORP OHIO,20272
90234,MOTV,MOTIVE INC,45306
80575,SSD,SIMPSON MANUFACTURING CO INC,13114
76302,ARMF,ARMANINO FOODS DISTINCTION INC,10575
52469,CMPX,COMPEX TECHNOLOGIES INC,9936
86083,PDII,P D I INC,16119
83456,PNN,PENN ENGINEERING & MFG CORP,21373
10100,AMCE,AMERICAN CLAIMS EVALUATION INC,8042
89453,RRGB,RED ROBIN GOURMET BURGERS INC,43332
10051,HGR,HANGER ORTHOPEDIC GROUP INC,7999
15077,UST,U S T INC,21796
85173,CSTR,COINSTAR INC,15579
85923,ILC,ILINC COMMUNICATIONS INC,34698
75172,MYR,MAYORS JEWELERS INC DEL,21014
79505,MANU,MANUGISTICS GROUP INC,12359
83554,SONE,S 1 CORP,14653
82547,AEIS,ADVANCED ENERGY INDUSTRIES INC,14143
84519,CIEN,CIENA CORP,15321
82593,MDWV,MEDWAVE INC,14118
77606,KSS,KOHLS CORP,29494
77982,INMD,INTEGRAMED AMERICA INC,11738
86228,RSG,REPUBLIC SERVICES INC,34838
21573,IP,INTERNATIONAL PAPER CO,20994
22250,HMX,HARTMARX CORP,20885
89252,FVE,FIVE STAR QUALITY CARE INC,42517
83906,SRCL,STERICYCLE INC,14927
89506,SCST,S C S TRANSPORTATION INC,43508
86759,KWK,QUICKSILVER RESOURCES INC,35017
85707,OMNI,OMNI ENERGY SERVICES CORP,15875
37058,FLOW,FLOW INTERNATIONAL CORP,5848
87404,IIG,IMERGENT INC,17399
81740,SBGI,SINCLAIR BROADCAST GROUP INC,13758
78172,BBOX,BLACK BOX CORP DEL,11855
75470,MIDD,MIDDLEBY CORP,9375
38790,,GEOKINETICS INC,1933
85439,APFC,AMERICAN PACIFIC CORP,975
82606,PIXR,PIXAR,14173
88990,INVX,INNOVEX INC,7603
77722,TECUA,TECUMSEH PRODUCTS CO,4409
82542,CCF,CHASE CORP,27456
68049,RYAN,RYANS RESTAURANT GROUP INC,5577
83142,APN,APPLICA INC,4334
90044,KCI,KINETIC CONCEPTS INC,9809
88199,TNOX,TANOX INC,37191
90227,LBTYA,LIBERTY MEDIA INTL INC,45301
82710,PMID,PYRAMID BREWERIES INC,14229
87085,PDYN,PARADYNE NETWORKS INC,16652
83558,SRZ,SUNRISE SENIOR LIVING INC,14679
74203,TBCC,T B C CORP,6075
85754,BPMI,BADGER PAPER MILLS INC,7866
80032,SGR,SHAW GROUP INC,12651
89289,STGS,STAGE STORES INC,15073
85298,KNDL,KENDLE INTERNATIONAL INC,15665
75900,AZR,AZTAR CORP,10436
81262,CMX,CAREMARK RX INC,13582
14059,AMTA,AMISTAR CORP,7028
77610,PANL,UNIVERSAL DISPLAY CORP,11522
89148,ADL,A M D L INC,42119
25304,HSC,HARSCO CORP,20884
60468,GHM,GRAHAM CORP,2004
23975,CLC,CLARCOR INC,952
68340,VRX,VALEANT PHARMACEUTICALS INTL,6463
11891,MGG,M G M MIRAGE,9764
47002,KAMNA,KAMAN CORP,2488
76230,TRMB,TRIMBLE NAVIGATION LTD,10691
89333,KEI,KEITHLEY INSTRUMENTS INC,7677
85986,HOFF,HORIZON OFFSHORE INC,16036
47642,BNE,BOWNE & CO INC,20327
13856,PEP,PEPSICO INC,21384
59184,BUD,ANHEUSER BUSCH COS INC,29
86910,PBIZ,PRIVATE BUSINESS INC,16547
72486,SMSC,STANDARD MICROSYSTEMS CORP,4161
29867,DMN,DIMON INC,1263
90496,BXC,BLUELINX HOLDINGS INC,46016
42024,OMX,OFFICEMAX INC NEW,20316
83991,THX,HOUSTON EXPLORATION CO,31737
47723,,HALLADOR PETROLEUM LTD,2545
82763,XATA,XATA CORP,14252
21186,MWV,MEADWESTVACO CORP,21913
10785,CAMD,CALIFORNIA MICRO DEVICES CORP,8681
14008,AMGN,AMGEN INC,216
12266,PPHM,PEREGRINE PHARMACEUTICALS INC,9899
76565,HMA,HEALTH MANAGEMENT ASSOCIATES INC,10828
87826,VATA,VERSATA INC,18347
86281,MXO,MAXTOR CORP,7680
85685,CVGR,COVALENT GROUP INC,15891
56602,CGL,CAGLES INC,20376
82991,WMSI,WILLIAMS INDUSTRIES INC,5837
23660,CTAS,CINTAS CORP,6304
21178,LMT,LOCKHEED MARTIN CORP,21110
21231,WGL,W G L HOLDINGS INC,21887
10025,AEPI,A E P INDUSTRIES INC,7975
10866,BWS,BROWN SHOE CO INC NEW,20342
89331,DCZ,DECORIZE INC,42918
77472,POS,CATALINA MARKETING CORP,29450
90355,CALL,CALLWAVE INC,45556
79519,,PARALLEL TECHNOLOGIES INC,12338
78981,LSTR,LANDSTAR SYSTEM INC,28858
55976,WMT,WAL MART STORES INC,21880
48347,LZB,LA Z BOY INC,2615
85187,HSKA,HESKA CORP,15560
19289,MCC,MESTEK INC,21195
84120,QD,QUADRAMED CORP,15028
58464,STK,STORAGE TECHNOLOGY CORP,4254
90721,GOSHA,OSHKOSH B GOSH INC,7525
82640,PRM,PRIMEDIA INC,29559
86165,ACTY,ACCESSITY CORP,16147
21726,CAE,CASCADE CORP,755
63079,KEG,KEY ENERGY SERVICES INC,5036
88661,COH,COACH INC,40143
10886,DXYN,DIXIE GROUP INC,8762
76507,INFS,INFOCUS CORP,10813
87379,CLCT,COLLECTORS UNIVERSE INC,17317
14286,MOCC,MOSCOW CABLECOM CORP,270
21936,PFE,PFIZER INC,21394
86813,ACDO,ACCREDO HEALTH INC,16479
45241,FRX,FOREST LABS INC,20753
77413,SCLN,SCICLONE PHARMACEUTICALS INC,11405
81182,ECP,CANTERBURY PARK HOLDING CORP,13273
85755,WINS,S M & A,15936
90222,CLRK,COLOR KINETICS INC,45296
86977,JUPM,JUPITERMEDIA CORP,16613
86047,AMKR,AMKOR TECHNOLOGY INC,16080
86756,PBG,PEPSI BOTTLING GROUP INC,35014
75383,BEC,BECKMAN COULTER INC,21965
84625,NMGC,NEOMAGIC CORPORATION,15389
46877,BCR,BARD C R INC,20268
21960,CSK,CHESAPEAKE CORP VA,20439
30761,LCRD,LASERCARD CORPORATION,1391
75694,TECH,TECHNE CORP,10107
75545,CMD,CRITICARE SYSTEMS INC,9205
82526,SNUS,SONUS PHARMACEUTICALS INC,14043
77405,STAR,LONE STAR STEAKHOUSE & SALOON IN,11397
83693,SEBL,SIEBEL SYSTEMS INC,14773
28222,APD,AIR PRODUCTS & CHEMICALS INC,20030
82201,VION,VION PHARMACEUTICALS INC,13935
22111,JNJ,JOHNSON & JOHNSON,21018
90083,DDIC,D D I CORP,37150
79411,PETM,PETSMART INC,12305
26382,MEE,MASSEY ENERGY CO,20745
32636,ENER,ENERGY CONVERSION DEVICES INC,1539
